playerId,avatarFile,choiceLabel,actionLabel,actionRound,sliderID,sliderText,sliderMin,sliderMax,sliderChoices,bufferLoop.thisRepN,bufferLoop.thisTrialN,bufferLoop.thisN,bufferLoop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,sbLoop.thisRepN,sbLoop.thisTrialN,sbLoop.thisN,sbLoop.thisIndex,sliders_1.thisRepN,sliders_1.thisTrialN,sliders_1.thisN,sliders_1.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,cB_1.started,cB_1.stopped,textWelcome.started,textWelcome.stopped,keyWelcome.keys,keyWelcome.started,keyWelcome.stopped,out_0.keys,out_0.rt,out_0.started,out_0.stopped,cB_2.started,cB_2.stopped,textInstructions.started,textInstructions.stopped,keyInstructions.keys,keyInstructions.started,keyInstructions.stopped,out_1.keys,out_1.rt,out_1.started,out_1.stopped,cB_3.started,cB_3.stopped,textServer.started,textServer.stopped,keyServer.keys,keyServer.started,keyServer.stopped,out_2.keys,out_2.rt,out_2.started,out_2.stopped,cB_4.started,cB_4.stopped,text_1.started,text_1.stopped,text_2.started,text_2.stopped,text_3.started,text_3.stopped,text_4.started,text_4.stopped,cB_5.started,cB_5.stopped,idle.started,idle.stopped,idle_2.started,idle_2.stopped,idle_3.started,idle_3.stopped,idle_4.started,idle_4.stopped,idle_5.started,idle_5.stopped,idle_6.started,idle_6.stopped,idle_7.started,idle_7.stopped,ilde_8.started,ilde_8.stopped,idle_9.started,idle_9.stopped,idle_10.started,idle_10.stopped,idle_11.started,idle_11.stopped,idle_12.started,idle_12.stopped,cB_6.started,cB_6.stopped,sBInstructions.started,sBInstructions.stopped,keySbInstructions.keys,keySbInstructions.started,keySbInstructions.stopped,out_sb.keys,out_sb.rt,out_sb.started,out_sb.stopped,cB_8.started,cB_8.stopped,text.started,text.stopped,imagesbRnd.started,imagesbRnd.stopped,sbChoice.response,sbChoice.rt,sbChoice.history,sbChoice.started,sbChoice.stopped,cB_9.started,cB_9.stopped,totalMoney,cbFb.started,cbFb.stopped,textFb.started,textFb.stopped,out_Fb.keys,out_Fb.started,out_Fb.stopped,cbBuf.started,cbBuf.stopped,fixCross.started,fixCross.stopped,cB_11.started,cB_11.stopped,rating.response,rating.rt,rating.started,rating.stopped,participant,session,date,expName,psychopyVersion,frameRate,
Paul,images/avatar1.jpg,reciprocate,1,1,1,How much do you like Paul?,not at all,very much,1 2 3 4 5 6 7,,,,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.40563660004409,None,4,1.359,0.01334655995015055,None,,001,2020_Feb_24_1309,so_be_u_00,3.2.4,59.126745280325025,
Paul,images/avatar1.jpg,reciprocate,1,1,2,How much do you want to continue playing with Paul?,not at all,very much,1 2 3 4 5 6 7,,,,,0,0,0,0,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.81675230001565,None,3,2.111,0.01366156991571188,None,,001,2020_Feb_24_1309,so_be_u_00,3.2.4,59.126745280325025,
Paul,images/avatar1.jpg,reciprocate,1,1,3,How much do you like Lukas?,not at all,very much,1 2 3 4 5 6 7,,,,,0,0,0,0,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.97733700001845,None,5,1.123,0.01678356999764219,None,,001,2020_Feb_24_1309,so_be_u_00,3.2.4,59.126745280325025,
Paul,images/avatar1.jpg,reciprocate,1,1,4,How much do you want to continue playing with Lukas?,not at all,very much,1 2 3 4 5 6 7,,,,,0,0,0,0,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.149265700019896,None,3,0.819,0.0165524699841626,None,,001,2020_Feb_24_1309,so_be_u_00,3.2.4,59.126745280325025,
Paul,images/avatar1.jpg,reciprocate,1,1,5,How do you feel?,negative,positive,1 2 3 4 5 6 7,,,,,0,0,0,0,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.01583930000197,None,4,1.061,0.004591979959513992,None,,001,2020_Feb_24_1309,so_be_u_00,3.2.4,59.126745280325025,
Paul,images/avatar1.jpg,reciprocate,1,1,6,How activated are you right now?,low,high,1 2 3 4 5 6 7,,,,,0,0,0,0,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.122296900022775,None,4,0.448,0.005470680072903633,None,,001,2020_Feb_24_1309,so_be_u_00,3.2.4,59.126745280325025,
Paul,images/avatar1.jpg,reciprocate,1,1,,,,,,,,,,0,0,0,0,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.581833700009156,None,,,,,,,,,,,,,,,,,,,,001,2020_Feb_24_1309,so_be_u_00,3.2.4,59.126745280325025,
Paul,images/avatar1.jpg,reciprocate,1,1,,,,,,,,,,0,0,0,0,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.092395699990448,None,,,,,,,,,,,,,,,,,,,,001,2020_Feb_24_1309,so_be_u_00,3.2.4,59.126745280325025,
Paul,images/avatar1.jpg,reciprocate,1,1,,,,,,,,,,0,0,0,0,,,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.586552600027062,None,,,,,,,,,,,,,,,,,,,,001,2020_Feb_24_1309,so_be_u_00,3.2.4,59.126745280325025,
Paul,images/avatar1.jpg,reciprocate,1,1,,,,,,,,,,0,0,0,0,,,,,,,,,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.096753999998327,None,,,,,,,,,,,,,,,,,,,,001,2020_Feb_24_1309,so_be_u_00,3.2.4,59.126745280325025,
Paul,images/avatar1.jpg,reciprocate,1,1,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.591816700005438,None,31.761843300017063,32.2743604000425,,,,,,,,001,2020_Feb_24_1309,so_be_u_00,3.2.4,59.126745280325025,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.596535000018775,None,32.596535000018775,None,32.596535000018775,None,5,0.789,"[('5', 0.0), ('5', 0.788)]",0.002016539976466447,None,33.396929800044745,None,,,,,,,,,,,,,,,,,,,,,,,,,
